date,ticker,setups,catalyst,score,entry,stop,target_1r,target_2r,rr,rsi14,vol_x_avg,headline
2026-08-20,PANAMAPET,S4,ERN,4,486.25,456.45,516.05,545.85,3.8,53.9,0.2,Additional Considerations Required While Assessing Panama Petrochem's (NSE:PANAMAPET) Strong Earnings - simplywall.st
2026-08-20,APCOTEXIND,S4,ERN,4,613.65,586.1,641.2,668.75,3.57,55.7,0.16,Apcotex Industries Limited (NSE:APCOTEXIND) Analysts Are Pretty Bullish On The Stock After Recent Results - simplywall.st
2026-08-20,HINDALCO,S4,NEWS,4,1029.85,1013.0,1046.7,1063.55,3.45,53.6,0.89,Copy of Newspaper Publication
2026-08-20,BAJFINANCE,S2+S4,NEWS,4,1095.0,1070.8,1119.2,1143.4,3.36,55.4,0.73,Allotment of Securities
2026-08-20,ATHERENERG,S4,NEWS,4,1449.6,1410.28,1488.92,1528.24,3.32,60.0,0.39,Shareholders meeting
2026-08-20,BAJAJFINSV,S4,NEWS,4,2016.0,1985.0,2047.0,2078.0,3.31,58.5,0.3,BAJAJFINSV Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,VADILALIND,S4,NEWS,4,7402.0,7072.0,7732.0,8062.0,3.17,59.4,0.84,Record Date
2026-08-20,BLUEJET,S4,NEWS,4,595.3,578.55,612.05,628.8,3.13,55.0,0.34,Copy of Newspaper Publication
2026-08-20,PARADEEP,S4,NEWS,4,148.64,145.07,152.21,155.78,3.04,55.4,0.12,Copy of Newspaper Publication
2026-08-20,PIDILITIND,S2+S4,NEWS,4,1660.0,1644.1,1675.9,1691.8,2.99,55.1,0.35,Shareholders meeting
2026-08-20,ARMANFIN,S4,EXP,4,1973.1,1907.0,2039.2,2105.3,2.81,55.3,0.53,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,CREDITACC,S2+S4,NEWS,4,1534.5,1504.0,1565.0,1595.5,2.8,51.8,0.14,ESOP/ESOS/ESPS
2026-08-20,SYRMA,S2+S4,NEWS,4,1443.7,1407.5,1479.9,1516.1,2.74,53.3,0.76,General Updates
2026-08-20,GRWRHITECH,S4,EXP,4,7109.5,6780.5,7438.5,7767.5,2.68,53.9,0.28,Garware Hi-Tech Films Limited (NSE:GRWRHITECH) Stock Rockets 39% As Investors Are Less Pessimistic Than Expected - simplywall.st
2026-08-20,JKPAPER,S4,NEWS,4,389.6,375.0,404.2,418.8,2.56,54.8,0.29,Is It Smart To Buy JK Paper Limited (NSE:JKPAPER) Before It Goes Ex-Dividend? - simplywall.st
2026-08-20,DBREALTY,S3,ERN,4,104.7,98.02,111.38,118.06,2.54,36.4,6.48,Valor Estate Limited Submits Q4 FY26 SEBI Compliance Certificate for Dematerialisation Process - scanx.trade
2026-08-20,TATATECH,S2+S4,ERN,4,823.95,797.3,850.6,877.25,2.52,56.1,0.42,Tata Technologies Limited's (NSE:TATATECH) Price Is Out Of Tune With Earnings - simplywall.st
2026-08-20,TIRUMALCHM,S3,EXP,4,156.41,143.5,169.32,182.23,2.52,42.6,2.65,Action(s) initiated or orders passed
2026-08-20,NAVINFLUOR,S2,NEWS,4,8256.0,8043.65,8468.35,8680.7,2.45,58.4,0.17,Credit Rating- New
2026-08-20,KIOCL,S4,NEWS,4,385.4,375.0,395.8,406.2,2.43,51.5,0.61,"KIOCL Share Price Target 2027, 2028 and 2030: Long Term Analyst Forecast - Univest"
2026-08-20,SANGHVIMOV,S2+S4,EXP,4,490.7,475.0,506.4,522.1,2.38,56.4,0.44,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,AGI,S4,ERN,4,711.65,698.0,725.3,738.95,2.37,54.0,0.6,"AGI Greenpac shares rally 16% as Q4 profit jumps 61% QoQ, revenue 17% - Business Standard"
2026-08-20,ARE&M,S4,ERN,4,930.85,891.9,969.8,1008.75,2.22,54.4,0.22,Amara Raja Energy & Mobility's (NSE:ARE&M) Problems Go Beyond Weak Profit - simplywall.st
2026-08-20,ARKADE,S3,NEWS,4,131.01,125.6,136.42,141.83,2.21,46.9,2.16,Press Release
2026-08-20,BHARTIARTL,S4,NEWS,4,1941.7,1901.3,1982.1,2022.5,2.21,51.1,0.65,Updates
2026-08-20,ASHOKLEY,S4,EXP,4,173.8,169.75,177.85,181.9,2.2,57.8,0.26,Ashok Leyland Order Win Lifts Shares After 715 Vehicle Deal - HDFC Sky
2026-08-20,ROSSTECH,S4,NEWS,4,1076.6,1032.55,1120.65,1164.7,2.17,55.6,0.33,Here's Why We Think Rossell Techsys (NSE:ROSSTECH) Is Well Worth Watching - simplywall.st
2026-08-20,SHAREINDIA,S4,ERN,4,175.28,165.0,185.56,195.84,2.15,54.5,0.64,Price to earnings forward of Share India Securities Ltd – NSE:SHAREINDIA - TradingView
2026-08-20,GRAPHITE,S4,NEWS,4,717.05,702.28,731.82,746.59,2.13,57.9,0.19,GRAPHITE Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,M&M,S4,EXP,4,3424.8,3371.1,3478.5,3532.2,2.04,58.3,0.52,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,DCBBANK,S4,ERN,4,188.61,180.0,197.22,205.83,1.87,51.8,1.35,"DCB Bank soars 10% on huge volume, nears 52-week high post Q1 results - Business Standard"
2026-08-20,NYKAA,S4,ERN,4,330.35,320.3,340.4,350.45,1.76,55.1,1.03,"Nykaa hits 52-week high on strong Q4, pares gains later; brokerages hike TP - Business Standard"
2026-08-20,ABCAPITAL,S4,NEWS,4,409.0,393.8,424.2,439.4,1.43,54.0,1.52,Press Release
2026-08-20,EPIGRAL,S3,EXP,4,1120.5,1054.6,1186.4,1252.3,1.42,53.4,2.22,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,HINDZINC,S4,NEWS,4,573.9,548.8,599.0,624.1,1.37,55.4,1.28,Press Release
2026-08-20,FINEORG,S4,NEWS,4,5066.2,4802.0,5330.4,5594.6,1.22,51.7,1.87,Shareholders meeting
2026-08-20,MRPL,S4,ERN,4,173.98,161.2,186.76,199.54,1.18,54.3,1.28,MRPL soars 13% on strong Q1 result; analyst suggests buying on breakout - Business Standard
2026-08-20,MAYURUNIQ,S4,NEWS,4,776.05,722.0,830.1,884.15,1.14,50.3,1.49,Copy of Newspaper Publication
2026-08-20,RELTD,S4,NEWS,4,166.71,155.57,177.85,188.99,1.13,50.4,1.95,Copy of Newspaper Publication
2026-08-20,WONDERLA,S3,NEWS,4,490.1,461.0,519.2,548.3,1.11,56.7,2.78,Shareholders meeting
2026-08-20,DREDGECORP,S4,ERN,4,1118.3,1027.7,1208.9,1299.5,0.95,53.0,1.1,DREDGECORP Mar 2026 Earnings: Strong EPS of ₹31.04 on Revenue of ₹478 Crore; Stock Edges Lower - Share Dilution Risk - Vinanet
2026-08-20,GRASIM,S4,NEWS,4,3300.0,3183.0,3417.0,3534.0,0.95,58.3,1.36,GRASIM Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,INDHOTEL,S4,ERN,4,735.85,712.5,759.2,782.55,0.92,55.2,1.06,The The Indian Hotels Company Limited (NSE:INDHOTEL) First-Quarter Results Are Out And Analysts Have Published New Forecasts - simplywall.st
2026-08-20,GOODLUCK,S3,NEWS,4,1439.4,1252.0,1626.8,1814.2,0.83,51.1,2.17,Updates
2026-08-20,CARBORUNIV,S4,ERN,4,1137.6,1059.1,1216.1,1294.6,0.74,54.7,1.3,Carborundum Universal's (NSE:CARBORUNIV) Soft Earnings Are Actually Better Than They Appear - simplywall.st
2026-08-20,SBICARD,S3,EXP,4,647.05,610.0,684.1,721.15,0.73,52.7,3.39,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,JSWSTEEL,S3+S4,ERN,4,1299.7,1250.4,1349.0,1398.3,0.72,57.8,2.16,We Think That There Are Issues Underlying JSW Steel's (NSE:JSWSTEEL) Earnings - simplywall.st
2026-08-20,INDOTECH,S4,ERN,4,3727.8,3376.1,4079.5,4431.2,0.71,60.7,2.69,We Think That There Are Issues Underlying Indo Tech Transformers' (NSE:INDOTECH) Earnings - simplywall.st
2026-08-20,PENIND,S3,NEWS,4,163.29,149.0,177.58,191.87,0.56,52.6,2.05,Analysts Have Been Trimming Their Pennar Industries Limited (NSE:PENIND) Price Target After Its Latest Report - simplywall.st
2026-08-20,TITAGARH,S4,NEWS,4,849.3,812.7,885.9,922.5,0.56,51.7,1.5,General Updates
2026-08-20,NIBE,S3,EXP,4,1503.6,1377.6,1629.6,1755.6,0.53,54.1,4.55,Bagging/Receiving of orders/contracts
2026-08-20,KCP,S3,EXP,4,165.08,149.05,181.11,197.14,0.46,57.9,4.98,Is K.C.P. Sugar and Industries (NSE:KCPSUGIND) A Risky Investment? - simplywall.st
2026-08-20,AUBANK,S3+S4,NEWS,4,1088.0,1048.3,1127.7,1167.4,0.45,58.8,2.11,AUBANK Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,NAM-INDIA,S3,EXP,4,1232.5,1155.1,1309.9,1387.3,0.44,60.2,2.83,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,EDELWEISS,S3,ERN,4,126.62,117.2,136.04,145.46,0.4,63.0,3.17,Edelweiss Financial Services Limited Revenue Breakdown – NSE:EDELWEISS - TradingView
2026-08-20,OBEROIRLTY,S4,NEWS,4,1904.7,1764.0,2045.4,2186.1,0.4,59.1,1.1,OBEROIRLTY Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,20MICRONS,S4,EXP,4,203.96,182.0,225.92,247.88,0.39,60.4,1.82,Why Is 20 Microns Share Price Falling: Key Reasons and Investor Analysis 2026 - Univest
2026-08-20,VERANDA,S3+S4,ERN,4,255.9,226.1,285.7,315.5,0.39,57.5,9.39,Veranda Learning Solutions Q1 FY27 Results Preview - Univest
2026-08-20,CANTABIL,S3,ERN,4,247.31,225.13,269.49,291.67,0.35,57.0,3.94,Cantabil Retail India Share Price Falls 4.39% After Q1 FY27 Results - Univest
2026-08-20,EIDPARRY,S3,EXP,4,810.25,759.0,861.5,912.75,0.35,59.8,4.42,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,SHRIPISTON,S4,EXP,4,4513.8,4296.1,4731.5,4949.2,0.35,60.4,1.21,Is Shriram Pistons & Rings (NSE:SHRIPISTON) A Risky Investment? - simplywall.st
2026-08-20,KROSS,S4,NEWS,4,210.36,197.0,223.72,237.08,0.34,58.1,1.72,Shareholders meeting
2026-08-20,360ONE,S1,NEWS,4,1203.0,1140.0,1266.0,1329.0,0.32,62.7,1.79,ESOP/ESOS/ESPS
2026-08-20,KIRIINDUS,S1+S3,NEWS,4,461.3,403.8,518.8,576.3,0.32,70.2,8.66,Spurt in Volume
2026-08-20,SIYSIL,S4,NEWS,4,647.55,606.0,689.1,730.65,0.32,57.7,1.69,Disclosure under SEBI Takeover Regulations
2026-08-20,MANGLMCEM,S3,NEWS,4,981.85,861.3,1102.4,1222.95,0.31,64.2,16.64,Spurt in Volume
2026-08-20,ORIENTHOT,S4,NEWS,4,137.29,119.12,155.46,173.63,0.31,57.8,1.68,"Orient Hotels Stock Prediction 2026: Analyst Targets, Forecast and Key Levels - Univest"
2026-08-20,ZEEL,S4,EXP,4,108.03,90.0,126.06,144.09,0.31,57.7,1.35,ZEEL shares tumble 12% on Sebi order; company says fundraising unaffected - Business Standard
2026-08-20,ARIS,S1,ERN,4,139.32,130.5,148.14,156.96,0.3,70.3,1.22,Arisinfra Solutions' (NSE:ARIS) Performance Is Even Better Than Its Earnings Suggest - simplywall.st
2026-08-20,SIRCA,S3,ERN,4,449.75,421.95,477.55,505.35,0.3,66.0,2.54,Clarification - Financial Results
2026-08-20,DALBHARAT,S1+S3,NEWS,4,1897.0,1794.0,2000.0,2103.0,0.27,65.3,2.56,General Updates
2026-08-20,HUBTOWN,S3,NEWS,4,198.81,173.5,224.12,249.43,0.27,57.5,7.24,Spurt in Volume
2026-08-20,ACMESOLAR,S3,NEWS,4,397.4,361.8,433.0,468.6,0.26,65.0,4.27,ACMESOLAR Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,TEGA,S1+S3,NEWS,4,1776.5,1524.4,2028.6,2280.7,0.24,68.1,3.98,Copy of Newspaper Publication
2026-08-20,COHANCE,S1+S3,NEWS,4,475.55,432.85,518.25,560.95,0.2,64.5,5.01,Cohance Lifesciences share price jumps over 8% after block deal - Business Standard
2026-08-20,GENUSPOWER,S3,NEWS,4,334.25,301.1,367.4,400.55,0.2,63.5,7.3,Genus Power Infrastructures Share: Smart Meters Buy 2026? - Univest
2026-08-20,ABREL,S3,EXP,4,1445.5,1368.0,1523.0,1600.5,0.19,59.9,3.42,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,SOMICONVEY,S3,EXP,4,100.07,80.16,119.98,139.89,0.19,60.0,13.9,Investors Give Somi Conveyor Beltings Limited (NSE:SOMICONVEY) Shares A 26% Hiding - simplywall.st
2026-08-20,BOSCH-HCIL,S1,ERN,4,1772.0,1597.95,1946.05,2120.1,0.17,78.7,1.22,BOSCH-HCIL Mar 2026 Earnings: EPS of ₹15.03 and Revenue of ₹965 Crore; Stock Declines 2.1% on NSE - Post-Announcement Reaction - Vinanet
2026-08-20,DODLA,S3,NEWS,4,1138.0,1030.0,1246.0,1354.0,0.17,66.1,2.17,Is It Smart To Buy Dodla Dairy Limited (NSE:DODLA) Before It Goes Ex-Dividend? - simplywall.st
2026-08-20,MANINDS,S1,EXP,4,676.9,543.15,810.65,944.4,0.17,75.7,1.85,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,BOROLTD,S3,EXP,4,257.82,229.25,286.39,314.96,0.15,63.9,2.59,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,YUKEN,S1+S3,NEWS,4,952.35,786.3,1118.4,1284.45,0.15,80.1,3.34,General Updates
2026-08-20,DBOL,S1+S3,ERN,4,135.61,108.75,162.47,189.33,0.13,77.9,4.36,Dhampur Bio Organics (DBOL.NS) Q4 FY26 Earnings: Steady EPS Growth Amid Stable Revenue Performance - Vinanet
2026-08-20,SAMBHV,S1+S3,EXP,4,131.38,115.5,147.26,163.14,0.13,65.8,2.67,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,KABRAEXTRU,S1,,4,529.1,433.35,624.85,720.6,0.12,70.5,1.01,Risks To Shareholder Returns Are Elevated At These Prices For Kabra Extrusiontechnik Limited (NSE:KABRAEXTRU) - simplywall.st
2026-08-20,PONNIERODE,S1+S3,ERN,4,421.35,316.35,526.35,631.35,0.12,84.9,5.27,"Ponni Sugars (Erode) Limited (PONNIERODE.NS) Q2 2026 Earnings: Sugar Segment Drives 15% Revenue Growth, EPS at ₹55.85 - Earnings Risk Report - Vinanet"
2026-08-20,BANARISUG,S1+S3,NEWS,4,4240.7,3334.2,5147.2,6053.7,0.11,90.8,17.12,Updates
2026-08-20,INDOBORAX,S3,NEWS,4,498.15,391.55,604.75,711.35,0.11,67.5,5.49,Press Release
2026-08-20,HERITGFOOD,S1,EXP,4,378.75,352.7,404.8,430.85,0.1,74.1,1.76,Investors Met With Slowing Returns on Capital At Heritage Foods (NSE:HERITGFOOD) - simplywall.st
2026-08-20,KAYA,S1+S3,NEWS,4,374.1,268.65,479.55,585.0,0.1,81.8,3.89,Kaya Share Price Target 2026: Rs 310 Analyst Forecast - Univest
2026-08-20,MAGADSUGAR,S1+S3,ERN,4,620.6,510.1,731.1,841.6,0.1,75.3,3.57,MAGADSUGAR Q2 2026 Earnings: Revenue Dip Pressures Margins; EPS Holds at ₹45.07 - Profit Inflection Point - Vinanet
2026-08-20,MAWANASUG,S1+S3,NEWS,4,140.1,109.74,170.46,200.82,0.1,76.9,5.14,Copy of Newspaper Publication
2026-08-20,SOLARA,S3,NEWS,4,640.0,497.6,782.4,924.8,0.1,76.3,11.3,Updates
2026-08-20,TFCILTD,S1,ERN,4,132.76,111.8,153.72,174.67,0.1,89.7,1.33,Tourism Finance Corporation of India (NSE:TFCILTD) stock performs better than its underlying earnings growth over last five years - simplywall.st
2026-08-20,DIXON,S1,EXP,4,14850.0,13645.0,16055.0,17260.0,0.09,67.7,1.81,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,KRYSTAL,S1+S3,NEWS,4,681.35,600.0,762.7,844.05,0.09,90.9,10.85,Copy of Newspaper Publication
2026-08-20,SEAMECLTD,S1+S3,NEWS,4,1699.0,1476.5,1921.5,2144.0,0.09,79.0,4.87,General Updates
2026-08-20,SKIPPER,S4,NEWS,4,555.45,506.35,604.55,653.65,0.09,57.3,1.25,Updates
2026-08-20,UTTAMSUGAR,S1+S3,NEWS,4,336.22,247.01,425.43,514.64,0.09,87.0,6.15,Copy of Newspaper Publication
2026-08-20,WELSPUNLIV,S1+S3,NEWS,4,188.69,159.01,218.37,248.05,0.09,71.9,2.23,WELSPUNLIV Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,ADOR,S1+S3,NEWS,4,1684.0,1461.2,1906.8,2129.6,0.08,74.4,2.5,Ador Welding Share Price Target 2027 to 2030: Analyst Outlook - Univest
2026-08-20,BALRAMCHIN,S1+S3,EXP,4,767.1,592.55,941.65,1116.2,0.08,75.9,13.63,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,EBGNG,S3,NEWS,4,624.75,509.25,740.25,855.75,0.08,64.0,2.11,EBGNG Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,GLENMARK,S4,NEWS,4,2332.9,2222.5,2443.3,2553.7,0.08,58.7,1.06,Press Release
2026-08-20,KTKBANK,S1,NEWS,4,335.05,298.6,371.5,407.95,0.08,75.6,1.63,Press Release
2026-08-20,MMP,S1,NEWS,4,406.35,320.0,492.7,579.05,0.08,84.3,1.87,Copy of Newspaper Publication
2026-08-20,PRAJIND,S3,EXP,4,358.45,320.1,396.8,435.15,0.08,67.7,2.33,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,ZUARIIND,S1+S3,NEWS,4,285.15,252.4,317.9,350.65,0.08,68.9,9.2,Record Date
2026-08-20,DALMIASUG,S1,ERN,4,508.1,375.6,640.6,773.1,0.07,80.2,1.91,Dalmia Bharat Sugar and Industries Limited (NSE:DALMIASUG) Released Earnings Last Week And Analysts Lifted Their Price Target To ₹560 - simplywall.st
2026-08-20,DHAMPURSUG,S1+S3,ERN,4,189.76,147.8,231.72,273.68,0.07,83.5,6.39,Dhampur Sugar Mills Q2 2026 Earnings: Strong Revenue Growth of 56% Drives EPS of ₹10.09 - Profit Announcement - Vinanet
2026-08-20,AVADHSUGAR,S1+S3,,4,814.7,596.0,1033.4,1252.1,0.06,84.9,3.83,Avadh Sugar & Energy Ltd. Share Price: Price Rise Analysis - Univest
2026-08-20,BRIGADE,S1+S3,NEWS,4,625.75,568.35,683.15,740.55,0.06,68.6,3.09,Press Release
2026-08-20,EPL,S1+S3,ERN,4,270.1,223.62,316.58,363.06,0.06,75.1,3.5,EPL's (NSE:EPL) earnings growth rate lags the 9.4% CAGR delivered to shareholders - simplywall.st
2026-08-20,SUVEN,S1+S3,EXP,4,373.6,307.15,440.05,506.5,0.06,66.8,3.9,Why Is Suven Life Sciences Share Price Falling: Key Reasons and Investor Analysis 2026 - Univest
2026-08-20,WABAG,S3+S4,EXP,4,2057.9,1861.9,2253.9,2449.9,0.06,58.3,2.52,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,BLACKBUCK,S1,ERN,4,631.05,553.7,708.4,785.75,0.05,72.6,1.84,BlackBuck Limited Just Beat Revenue By 20%: Here's What Analysts Think Will Happen Next - simplywall.st
2026-08-20,COFORGE,S1,NEWS,4,1882.0,1741.02,2022.98,2163.96,0.05,71.3,1.17,Is It Smart To Buy Coforge Limited (NSE:COFORGE) Before It Goes Ex-Dividend? - simplywall.st
2026-08-20,NETWEB,S1+S3,NEWS,4,5419.8,4753.0,6086.6,6753.4,0.05,65.4,2.51,Netweb shares jump over 4% after tech firm launches ‘Velox’ system to solve AI data bottleneck issues - Upstox
2026-08-20,SUDARSCHEM,S1+S3,EXP,4,1186.5,1022.0,1351.0,1515.5,0.05,68.0,2.38,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,ASIANENE,S1,ERN,4,484.9,366.4,603.4,721.9,0.04,73.0,1.06,ASIANENE Q2FY26 Earnings: Robust Revenue Growth of 70.1% Fuels Strong EPS of ₹11.34 - One-Time Gain Impact - Vinanet
2026-08-20,APOLLOPIPE,S1,NEWS,4,603.25,504.1,702.4,801.55,0.03,77.7,1.89,APOLLOPIPE Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,ETERNAL,S1,ERN,4,327.95,306.2,349.7,371.45,0.03,69.5,1.25,Eternal Limited Just Missed Earnings - But Analysts Have Updated Their Models - simplywall.st
2026-08-20,PRABHA,S1+S3,NEWS,4,212.89,153.1,272.68,332.47,0.03,88.3,2.13,Price movement
2026-08-20,STYLEBAAZA,S1+S3,NEWS,4,439.6,312.0,567.2,694.8,0.03,83.2,3.91,Resignation
2026-08-20,MCX,S1,NEWS,4,3126.0,2603.2,3648.8,4171.6,0.01,67.0,1.56,"MCX shares rise 5% as Jefferies initiates coverage with 'buy' rating, sees up to 27% upside - Moneycontrol.com"
2026-08-20,KRONOX,S1+S3,NEWS,4,186.19,144.41,227.97,269.75,0.0,68.9,11.71,Public Announcement-Open Offer
2026-08-20,IRMENERGY,S4,NEWS,3,285.6,282.81,288.39,291.18,10.54,55.7,0.28,Credit Rating
2026-08-20,INDUSINDBK,S2,NEWS,3,1008.0,1002.0,1014.0,1020.0,10.13,50.8,0.52,Credit Rating
2026-08-20,NRAIL,S4,NEWS,3,503.6,496.47,510.73,517.87,9.87,54.4,0.17,Copy of Newspaper Publication
2026-08-20,GARUDA,S4,NEWS,3,182.25,180.01,184.49,186.73,8.15,53.3,0.24,Garuda Construction and Engineering share: EPC Infrastructure Buy in 2026? - Univest
2026-08-20,HUHTAMAKI,S4,NEWS,3,274.6,266.7,282.5,290.4,7.01,53.8,0.07,Appointment
2026-08-20,IFGLEXPOR,S4,NEWS,3,215.92,211.82,220.02,224.12,5.14,51.9,0.45,Credit Rating
2026-08-20,ABB,S2,ERN,3,7479.0,7391.5,7566.5,7654.0,4.75,51.3,0.63,"ABB India stock jumps up to 10% on parent's $5.5-billion deal, Q2 results - Moneycontrol.com"
2026-08-20,KKCL,S4,ERN,3,518.6,507.05,530.15,541.7,4.28,53.4,0.25,Kewal Kiran Clothing's (NSE:KKCL) five-year earnings growth trails the 26% YoY shareholder returns - simplywall.st
2026-08-20,GAIL,S2,NEWS,3,172.5,170.02,174.98,177.46,3.98,47.2,0.32,Change in Management
2026-08-20,IGPL,S4,,3,471.05,455.05,487.05,503.05,3.84,52.0,0.4,I G Petrochemicals Limited (NSE:IGPL) Just Reported And Analysts Have Been Cutting Their Estimates - simplywall.st
2026-08-20,TTKHLTCARE,S4,ERN,3,1082.1,1047.0,1117.2,1152.3,3.64,54.4,0.35,TTK Healthcare's (NSE:TTKHLTCARE) Problems Go Beyond Weak Profit - simplywall.st
2026-08-20,JSWINFRA,S2,NEWS,3,329.85,322.4,337.3,344.75,3.38,49.5,0.49,"IRFC, Trent, JSW Infra: Top stocks to trade— Target prices, key levels, stop loss & more - Business Today"
2026-08-20,STANLEY,S3,EXP,3,139.6,133.45,145.75,151.9,3.36,38.3,2.15,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,JAGSNPHARM,S4,ERN,3,232.99,223.0,242.98,252.97,3.07,53.5,0.08,We Think Shareholders Should Be Aware Of Some Factors Beyond Jagsonpal Pharmaceuticals' (NSE:JAGSNPHARM) Profit - simplywall.st
2026-08-20,YATHARTH,S2,EXP,3,847.85,824.0,871.7,895.55,3.0,49.5,0.64,Analysts/Institutional Investor Meet/Con. Call Updates
